ID,Severity,Distance(mi),City,State,Zipcode
A-3170467,2,0,Seattle,WA,98108
A-2047758,2,0,Zachary,LA,70791-4610
A-4694324,2,0.056,Sterling,VA,20164-2813
A-5006183,2,0.022,Lompoc,CA,93436
A-4237356,2,1.054,Austin,MN,55912
A-6690583,2,0.046,Bakersfield,CA,93305-2649
A-1101469,2,0,Peabody,MA,01960-4275
A-7222249,2,0,Gold Hill,OR,97525
A-6198239,2,0.047,Panama City,FL,32405-3534
A-4222549,2,0.038,Dallas,TX,75225
A-5924038,2,1.301,Indianapolis,IN,46237
A-925338,2,2.4800000190734863,Indianapolis,IN,46290
A-4908440,2,2.091,Saint Regis,MT,59866
A-1388988,2,0,Huntsville,AL,35805-3542
A-4535214,2,2.845,San Diego,CA,92108
A-2127689,2,0,Tempe,AZ,85281
A-6609749,2,0.294,Miami,FL,33178
A-6214306,2,0.765,Woodford,VA,22580
A-2881976,2,0,Houston,TX,77002-6904
A-2635201,2,0,Rhinebeck,NY,12572-1427
A-5659848,2,0.01,Miami,FL,33142-6704
A-3086025,3,0,Raleigh,NC,27603
A-1506844,2,0,Arleta,CA,91331-4606
A-674983,2,0,Madison,AL,35756
A-674620,2,0,Columbia,SC,29210-8302
A-5296533,2,0.976,Altamonte Springs,FL,32714
A-5436922,2,0.342,Kansas City,KS,66109
A-7173962,2,0,Charlotte,NC,28211-1115
A-3983218,2,1.626,Carlsbad,CA,92011
A-2826531,2,0,Brighton,MI,48116
A-2876571,2,0,Baton Rouge,LA,70806
A-1722555,2,0,Denver,CO,80223
A-19908,2,0,North Highlands,CA,95660-5110
A-5225149,2,0.032,Baton Rouge,LA,70805
A-6549508,2,0.14,Vallejo,CA,94591
A-3578098,2,0.135,Marietta,GA,30062
A-7270277,2,0,Yoncalla,OR,97499
A-4674830,2,0.027,Rockville,MD,20852
A-6085916,2,0.314,Albert Lea,MN,56007
A-5445724,2,0.31,Baton Rouge,LA,70805-1807
A-1542566,3,0,Monterey Park,CA,91754
A-2017804,2,0,Augusta,GA,30904-4760
A-2672852,3,0,Kennesaw,GA,30144
A-5152274,2,0.778,Conway,SC,29526-9512
A-4152380,2,3.467,Santa Ana,CA,92706
A-3628923,3,0.599,La Grange,IL,60525
A-685944,2,0,Newport Beach,CA,92660
A-500188,2,0,Alpharetta,GA,30009-2133
A-142732,2,0,Tampa,FL,33607
A-3591248,2,0.382,Mountain View,CA,94040
A-7590183,3,0.295,Los Angeles,CA,90049
A-463320,3,0,Fallbrook,CA,92028
A-7296001,2,0,Minneapolis,MN,55430
A-1150566,2,0,Clover,SC,29710-7522
A-3767724,2,0.944,Alta,CA,95701
A-1650083,3,0,Albany,OR,97322
A-6769350,2,0.698,Orlando,FL,32825
A-7323211,2,0,Hayward,CA,94541
A-3059149,2,0,Rancho Cucamonga,CA,91739
A-6718616,2,0.028,York Springs,PA,17372-9515
A-5297308,2,5.101,Las Cruces,NM,88005
A-4394656,2,0.055,Anderson,SC,29625-5353
A-4514316,2,0.452,West Babylon,NY,11704
A-6264700,2,0.264,Reno,NV,89512
A-7745733,2,0.147,Santa Rosa,CA,95403
A-3078796,2,0,Omaha,NE,68107
A-5276480,2,1.327,San Diego,CA,92113
A-1656217,2,0,Hackensack,NJ,07601-4455
A-7737906,2,0.937,Greenville,SC,29615
A-3387204,2,0,Nashville,TN,37212-3705
A-4760306,2,0.278,Rochester,NY,14613-2345
A-6052755,2,0.39,Brentwood,TN,37027-4703
A-5788714,2,2.088,San Antonio,TX,78220
A-5259321,2,2.057,Napa,CA,94558
A-6899290,2,2.056,Williamsburg,VA,23188
A-4728316,2,0.074,Selma,CA,93662-9003
A-2551302,2,0,Arlington,TX,76010
A-1331014,2,0,Charlotte,NC,28211-1727
A-6477973,2,0.846,North Wilkesboro,NC,28659-9312
A-191738,2,0,Burton,MI,48529
A-3643301,3,0.123,Northbrook,IL,60062
A-5497081,2,0.789,Minneapolis,MN,55415
A-1076803,3,0,Los Angeles,CA,90016
A-4813104,2,0.183,Miami,FL,33165-7819
A-5391925,2,0.33,Los Angeles,CA,90033
A-3078852,2,0.8100000023841858,Minneapolis,MN,55443
A-3054044,2,0,Gilbertsville,PA,19525-9608
A-638409,3,0,Los Angeles,CA,90023
A-6153933,2,0.745,Springfield,VA,22150
A-2202769,3,0,San Jose,CA,95116
A-1047428,2,0,Heber City,UT,84032-2225
A-6756917,2,0.098,Death Valley,CA,92328
A-7674438,4,0.519,Bronx,NY,10464-1002
A-2972478,3,0,Providence,RI,02903
A-2909168,2,0,Houston,TX,77021-2630
A-2683722,3,0,Bronx,NY,10454
A-1985213,2,0,Elgin,IL,60124-4371
A-1354299,3,0,Maitland,FL,32751
A-2026919,2,0,Virginia Beach,VA,23464
A-4941229,2,0.606,San Bernardino,CA,92407
A-6454382,2,1.564,Madison,MS,39110
A-7046894,2,0,Bodega,CA,94922
A-4911031,2,1.432,Upland,CA,91784
A-2654092,3,0,Providence,RI,02903
A-3702727,2,0.063,Fort Worth,TX,76102
A-6556152,2,0.44,Albuquerque,NM,87109
A-6234500,2,0.021,Garden Grove,CA,92843
A-3015356,3,0,Flint,MI,48504
A-413363,2,0,Orlando,FL,32825-6724
A-3322909,2,0,Reedsville,PA,17084
A-7631278,2,0.355,Woodside,NY,11377
A-7756744,2,0.06,Lake Forest,IL,60045
A-5497306,2,1.003,Sacramento,CA,95819
A-764501,3,0,Knoxville,TN,37912
A-5227813,2,0.501,Shreveport,LA,71108-3921
A-5387079,2,2.9960000000000004,Cupertino,CA,95014
A-3633370,2,0.836,Miami,FL,33127
A-6929587,2,0.063,Bradenton,FL,34207-1434
A-3138178,2,0,Burlington,NC,27215-3865
A-2006019,2,0,El Paso,TX,79927-2507
A-1409420,2,0,Tampa,FL,33619
A-7479841,2,0.672,Joppa,MD,21085
A-6429874,2,2.419,Dyersville,IA,52040
A-1227241,3,0,Covington,LA,70433
A-3429205,2,0.008,Dallas,TX,75238
A-4456294,2,2.525,Belmont,NC,28012
A-6219462,2,0.179,Miami,FL,33167-3239
A-5992983,2,0.6779999999999999,Camp Hill,PA,17011
A-739563,2,0,Springville-Mapleton,UT,84660
A-847059,3,0,Norfolk,VA,23510
A-3586782,2,0.111,Woods Cross,UT,84087
A-3071033,2,0,Bothell,WA,98012
A-1446905,3,0,Hazelwood,MO,63042
A-457332,2,0,Fremont,CA,94536-6707
A-5810101,2,0.076,Bakersfield,CA,93305
A-5190295,2,0.435,Kansas City,MO,64128
A-7093751,1,0,Cincinnati,OH,45230-1004
A-7480004,2,0.4370000000000001,Decatur,GA,30035
A-3898659,2,1.818,Tampa,FL,33603
A-1506394,2,0,Baton Rouge,LA,70810
A-774153,2,0,Fremont,OH,43420
A-6221192,2,0.664,Sacramento,CA,95817
A-6918671,2,2.378,Austin,TX,78745
A-5017106,2,0.061,Polson,MT,59860
A-3166431,2,0,Oklahoma City,OK,73132-4750
A-555852,3,1.6399999856948853,Miami,FL,33150
A-1027865,2,0,Charlotte,NC,28216-5056
A-6833689,2,0.019,Charlotte,NC,28210-7479
A-6633058,2,0.27,Hialeah,FL,33015
A-1714315,2,0,Bishopville,SC,29010
A-7601071,3,1.731,Hammonton,NJ,08037
A-561746,3,0,Alberta,VA,23821
A-1749819,2,0,Cerritos,CA,90703
A-7490180,4,0.351,Glen Burnie,MD,21061
A-7016830,1,0,Suwanee,GA,30024
A-7397942,2,0,Bakersfield,CA,93304
A-5672196,2,0.089,Sacramento,CA,95828-5367
A-7292989,2,0,Tehachapi,CA,93561
A-7149238,2,0,Kissimmee,FL,34744
A-1613964,2,0,Tallahassee,FL,32311-3474
A-4813895,2,0.878,Trumbull,CT,06611
A-548880,2,0,Richmond,VA,23227
A-6570467,2,0.038,Saint Paul,MN,55125
A-1570142,3,0,Los Angeles,CA,90003
A-2685316,3,0,Seattle,WA,98155
A-4025332,2,2.007,Lakeville,MN,55044
A-1855153,4,3.25,Loveland,CO,80538
A-2107535,3,0,White Plains,NY,10603
A-5022043,2,0.091,Shreveport,LA,71101
A-5047844,2,3.104,Warroad,MN,56763-9139
A-7467890,2,0.3720000000000001,Providence,RI,02904
A-4860230,2,0.117,Clarksville,VA,23927-2934
A-29346,2,0,Sacramento,CA,95826
A-4362559,2,0.133,Houston,TX,77005-1511
A-1519069,2,1.919999957084656,Stoystown,PA,15563
A-1278516,3,0,Fort Worth,TX,76131
A-7253427,4,0.067,Miami,FL,33136
A-594965,2,0,Lombard,IL,60148-2134
A-944275,2,0,Quincy,MA,02169
A-4780356,2,1.079,Minneapolis,MN,55445
A-5487415,2,0.013,Austin,TX,78701-3705
A-6982012,1,0,Baton Rouge,LA,70810
A-2356254,2,0,Ellenville,NY,12428-8102
A-5616285,2,0.253,Virginia Beach,VA,23464
A-790030,2,0,Monterey,CA,93940-3872
A-4557646,2,1.153,Madison,CT,06443
A-6009145,2,0.8,Salem,OR,97304
A-6089144,2,1.506,Palm City,FL,34990
A-4304739,2,0.097,Miami,FL,33181
A-291023,2,0.01,Richardson,TX,75080
A-4657941,2,1.041,Alcolu,SC,29001
A-7410616,2,0,Colton,CA,92324
A-7391931,2,0,San Francisco,CA,94103
A-7475438,2,0.27,Kaysville,UT,84037
A-3345522,3,2.8299999237060547,Madison,TN,37115
A-2607002,2,0,Camino,CA,95709
A-2513343,2,0,Neptune,NJ,07753-4002
A-964526,2,0,Oklahoma City,OK,73103
A-3566804,4,4.192,Hockley,TX,77447
A-255908,2,0,Ardmore,PA,19003-2323
A-5620501,2,0.202,Raleigh,NC,27604-3919
A-4264026,2,0.901,Dallas,TX,75215
A-353464,2,0.01,Cerritos,CA,90703
A-432638,2,0.01,Austin,TX,78748-5801
A-7610669,2,0.264,Rego Park,NY,11374
A-7685242,2,0.348,Providence,RI,02909
A-1671691,2,0,Shreveport,LA,71118-2032
A-2409690,2,0,Dayton,OH,45405
A-3913345,2,0.8440000000000001,Reno,NV,89511
A-4827814,2,0.044,Flushing,NY,11355
A-2248661,3,0.7300000190734863,New York,NY,10033
A-835017,3,0,Riverside,MO,64150
A-3449149,4,0.028,Cornelia,GA,30531-2135
A-3524734,2,0.911,Walnut Creek,CA,94597
A-1600056,3,0,Tampa,FL,33609
A-2738497,2,0,Ogden,UT,84404
A-1810375,3,0,San Gabriel,CA,91776
A-6181800,2,0.215,Wichita Falls,TX,76306-4937
A-4334223,2,1.454,Corona,CA,92882
A-4034161,2,3.916,Chicago,IL,60605-1627
A-340240,3,0.01,San Jose,CA,95129
A-6092335,2,3.429,Ridgecrest,CA,93555
A-1305465,3,0,Elkton,MD,21921
A-379941,3,0.01,Baltimore,MD,21224
A-4744751,2,0.111,Signal Hill,CA,90755-1831
A-5094139,2,7.077999999999999,Phoenix,AZ,85006
A-2685199,2,0,Colorado Springs,CO,80903-1439
A-2359519,3,0,Dayton,OH,45459
A-659638,3,0,Dandridge,TN,37725
A-1706922,3,0,Dallas,TX,75237
A-7717290,2,0.8059999999999999,Columbus,OH,43219
A-36994,3,5.86,Richmond,CA,94801
A-1880570,2,0,Buffalo,NY,14226
A-1501000,3,0,Charleston,SC,29406
A-4725845,2,2.064,Clinton,SC,29325
A-134047,2,0,Orlando,FL,32805-2110
A-1030629,2,0,Los Angeles,CA,90012
A-4880928,2,0.35,Bradford,PA,16701-2639
A-1558924,2,0,Charlotte,NC,28204
A-3042972,2,0,Raleigh,NC,27604-4206
A-5290172,2,0.375,Los Angeles,CA,90033
A-338491,2,0.01,Sacramento,CA,95825-9904
A-5843091,2,0.214,Montgomery,AL,36107
A-343819,3,0.01,Los Angeles,CA,90064
A-4990126,2,4.886,Greer,SC,29651
A-4425234,2,0.313,Detroit,MI,48216
A-140554,3,0,Deerfield Beach,FL,33442
A-7090695,2,0,Bakersfield,CA,93307
A-2747558,2,0,Cary,NC,27511
A-6518119,2,0.191,Seaside,OR,97138
A-7768905,4,0.073,Winter Park,FL,32789-4536
A-1837535,2,0,Belmar,NJ,07719
A-1639014,2,0,Charlotte,NC,28208-5841
A-5424537,2,0.111,North Miami,FL,33161-5515
A-4791470,2,0.345,Denver,CO,80237
A-3257083,2,0,Carle Place,NY,11514-1216
A-548107,1,0,Taylors,SC,29687-4226
A-3850560,2,0.453,Brainerd,MN,56401
A-5896186,2,1.526,Lancaster,CA,93536
A-7011291,2,0,San Leandro,CA,94578
A-4873312,2,2.448,Birmingham,AL,35226
A-840683,3,0,Ontario,CA,91761
A-6075496,2,0.025,Baton Rouge,LA,70808-4392
A-2728239,3,0,Saint Paul,MN,55114
A-7629445,2,0.065,Olathe,KS,66061
A-5803782,2,0.097,Wilton,CA,95693-8521
A-6522335,2,0.141,Rochester,NY,14621-4519
A-1186075,3,0,Willow Springs,IL,60480
A-1655685,2,0,Hillsboro,OR,97123-9075
A-2987745,2,0,Healdsburg,CA,95448-9320
A-4227310,2,0.096,Easley,SC,29640-9076
A-7708423,2,0.257,Madras,OR,97741-8868
A-2771099,2,0,Tacoma,WA,98444
A-1094207,2,0,Charlotte,NC,28203-5513
A-1620470,2,0,San Antonio,TX,78227
A-7356860,2,0,Pacifica,CA,94044
A-3039046,3,0,New Orleans,LA,70122
A-5085765,2,0.124,Silver Spring,MD,20910-4402
A-2944980,2,0,Lafayette,LA,70501-5001
A-2418250,3,0,Ypsilanti,MI,48197
A-2540603,3,3.380000114440918,Maple Grove,MN,55311
A-1362762,2,0,Red Hook,NY,12571-1439
A-7745720,2,0.122,Walnut Creek,CA,94597-2140
A-5792462,2,0.458,Grand Rapids,MI,49503
A-1821126,2,0,Plano,TX,75093-8598
A-3811340,2,4.682,Arlington,TX,76001
A-6529305,2,0.084,Raleigh,NC,27610-1414
A-1044328,2,0,Visalia,CA,93277
A-5478004,2,0.256,Tucson,AZ,85756
A-3335969,2,0,Indianapolis,IN,46237-3447
A-3914672,2,0.337,Nashville,TN,37210
A-4335556,2,0.305,Pittsburgh,PA,15234-3107
A-4450028,2,0.297,Miami,FL,33184-1510
A-75793,2,0.01,North Hollywood,CA,91601
A-6213169,2,1.286,Hollywood,FL,33020
A-1387221,2,0,Barnwell,SC,29812-7404
A-5720637,2,0.152,Austin,TX,78754
A-5641855,2,0.535,Lafayette,CA,94549
A-5382186,2,0.795,Brooklyn,MD,21225
A-4126276,2,0.091,San Francisco,CA,94109-2519
A-3169815,2,1.0599999427795408,Minneapolis,MN,55427
A-7585703,4,0.934,Baltimore,MD,21224
A-5839231,2,0.526,Ladson,SC,29456-3402
A-512931,1,0,Villa Park,IL,60181
A-4894859,2,0.178,Fort Myers,FL,33905
A-2796030,2,1.149999976158142,New Orleans,LA,70113
A-2922371,2,0,Meriden,CT,06450
A-1411117,2,0,North Augusta,SC,29841
A-3152627,3,0,Newhall,CA,91321
A-827792,2,0,Pelzer,SC,29669
A-2450485,3,0,Jacksonville,FL,32204
A-173948,3,0,Chesterfield,MO,63017
A-4335785,2,0.11,Los Angeles,CA,90061-1119
A-2246219,2,0,Seffner,FL,33584-5280
A-6863529,2,0.542,Boxford,MA,01921
A-2312912,3,0,Tampa,FL,33610
A-4427426,2,0.036,Tallahassee,FL,32301-7623
A-4623424,2,2.111,Irvine,CA,92614
A-3994775,2,0.186,Whittier,CA,90605-2504
A-7272147,2,0.003,Bell Gardens,CA,90201
A-4600996,4,0.477,Covington,IN,47932
A-6835903,2,0.5479999999999999,San Diego,CA,92123
A-5542359,2,0.114,Austin,TX,78728
A-3426796,2,1.318,Kansas City,KS,66106
A-684070,2,0,Ellicott City,MD,21042
A-250123,2,0.01,York,PA,17408-5936
A-6923540,2,0.042,York,PA,17401
A-6268283,2,0.041,Vallejo,CA,94590
A-2168593,2,0,West des Moines,IA,50266
A-122713,3,0.01,West Palm Beach,FL,33407
A-7256645,2,0,Warners,NY,13164
A-3397192,3,0,Salt Lake City,UT,84116
A-2159615,2,0,Grove City,MN,56243-5019
A-640929,2,0,Huntsville,AL,35801
A-666614,2,0,Charlotte,NC,28216
A-6873336,2,0.8590000000000001,Miami,FL,33125
A-2914562,2,0,Antioch,TN,37013-2212
A-64143,2,0.01,Riverside,CA,92509
A-593294,2,0,Stacy,MN,55079
A-2060096,3,0,Fort Lauderdale,FL,33334
A-175143,2,0,Libertyville,IL,60048
A-591494,3,0,Stockbridge,GA,30281
A-2050515,2,0,Mesa,AZ,85201-6631
A-363073,2,0,Belton,SC,29627-9699
A-1169520,2,1.5199999809265137,Anaheim,CA,92807-3023
A-670361,3,0,Vacaville,CA,95688
A-3075540,2,0,Clover,SC,29710-8095
A-341196,3,0.01,Tracy,CA,95377
A-5485016,2,1.646,Fort Lee,NJ,07024
A-6774073,2,0.301,Orlando,FL,32837-8913
A-4923436,2,0.047,Salida,CA,95368-9764
A-4902211,2,0.523,Raleigh,NC,27603-3012
A-3130146,3,0,Portland,OR,97217
A-4309926,2,1.268,Davis,CA,95616
A-5142150,2,0.6659999999999999,Artesia,CA,90701
A-1772933,2,0,Eden Prairie,MN,55344
A-1200238,2,0,Charlotte,NC,28204-2000
A-3694884,2,0.591,Denver,CO,80237
A-728088,2,0,Dothan,AL,36305
A-849037,3,0,Portland,OR,97214
A-5760533,2,0.238,Arvin,CA,93203-9726
A-1179702,3,0,Atlanta,GA,30339
A-5102614,2,0.023,Van Nuys,CA,91406-4438
A-3836179,2,0.984,Renton,WA,98056
A-5601604,2,0.211,Austin,TX,78753
A-312753,2,0,Seattle,WA,98101-2742
A-7371231,2,0.418,Chanhassen,MN,55317
A-5703275,2,0.438,Houston,TX,77072-5209
A-6828945,2,0.154,Walkerton,IN,46574-1455
A-6516139,2,0.145,Anderson,SC,29624-3454
A-3357301,2,0,Simpsonville,SC,29681-6045
A-714364,2,0,Charlotte,NC,28216-2233
A-3017514,2,0,Forbestown,CA,95941-9600
A-353804,3,0.01,Orlando,FL,32801
A-1859745,2,0,Caryville,FL,32427-2140
A-5137347,2,0.37,Tucson,AZ,85711-6112
A-7129514,2,0,San Jose,CA,95117
A-5232788,2,0.042,McKinleyville,CA,95519
A-3485335,4,0.993,Madison,GA,30650-5116
A-7527579,3,0.596,Lisle,IL,60532
A-6865414,2,0.022,Rochester,NY,14606
A-81902,1,0,Winnetka,CA,91306-1911
A-6728144,2,2.036,Norco,CA,92860
A-1167395,2,0,Kansas City,MO,64106
A-6724958,2,0.005,Hialeah,FL,33015
A-1933567,3,0,Baton Rouge,LA,70805
A-7171360,2,0,Wilsonville,OR,97070
A-3760702,2,1.168,Mesa,AZ,85204
A-3458135,2,1.2919999999999998,Andover,MA,01810
A-154069,2,0,Cumming,GA,30041
A-4407684,2,0.395,Tucson,AZ,85737
A-6443502,2,1.934,McCloud,CA,96057
A-3069749,2,0,Port Richey,FL,34668-3133
A-3269125,2,0,Raleigh,NC,27607
A-6385041,2,0.118,Fort Myers,FL,33966
A-5158230,2,0.275,Lexington,NC,27295-1500
A-2686928,4,1.5,Oakland,CA,94605
A-3531908,2,0.261,Oakley,CA,94561
A-5293032,2,0.536,Henrico,VA,23294
A-451539,3,0,Pflugerville,TX,78660
A-4914331,2,1.154,Marrero,LA,70072
A-72491,2,0,Northridge,CA,91324
A-6191444,2,0.126,Kerman,CA,93630-9169
A-5019864,2,0.969,American Fork,UT,84003
A-276082,2,0.01,Humble,TX,77338-8128
A-5052317,2,0.968,Minneapolis,MN,55445
A-5837665,2,1.125,Baldwin Park,CA,91706
A-4620667,2,0.652,Goodyear,AZ,85338
A-3875831,2,0.19,Upper Lake,CA,95485-9563
A-4818676,2,0.24,Denver,CO,80214
A-6692196,2,0.502,Cottonwood,CA,96022
A-1149273,3,0.8100000023841858,Atlanta,GA,30315
A-7574542,3,0.464,Pittsburg,CA,94565
A-1399748,3,0,West Covina,CA,91791
A-549756,2,0,Orlando,FL,32805
A-6581056,2,0.124,Tyler,TX,75702-8648
A-565965,1,0,Oklahoma City,OK,73128
A-5847038,2,0.664,Mc Veytown,PA,17051-9448
A-7247713,2,0,Minneapolis,MN,55447
A-2901562,3,0,Andover,MA,01810
A-3011934,3,4.869999885559082,Memphis,TN,38116
A-1975303,2,0,Tuscaloosa,AL,35405
A-6073026,2,0.574,Nashville,TN,37210
A-2895152,3,0,Westlake,OH,44145
A-6419425,2,0.15,Tallahassee,FL,32309
A-3679736,2,0.014,Griffin,GA,30223-5980
A-4511815,2,1.817,Baton Rouge,LA,70808
A-3625228,3,1.325,Lancaster,TX,75146
A-2049602,2,0,Atlanta,GA,30310-3544
A-3002498,2,0,Baton Rouge,LA,70815-8601
A-3048778,3,0,Oklahoma City,OK,73129
A-1683013,2,0,Buena Park,CA,90621
A-2941553,3,0,Chesapeake,VA,23321
A-404929,2,0,Hacienda Heights,CA,91745-6628
A-5222703,2,0.212,Napa,CA,94559
A-5216436,2,0.499,Jersey City,NJ,07306
A-1080054,2,0,Austin,TX,78738
A-4067899,2,1.037,Los Angeles,CA,90016
A-7108076,2,0,Albert Lea,MN,56007
A-7334921,2,0.851,Lithia Springs,GA,30122
A-792846,2,0,Luthersburg,PA,15848-4508
A-930947,2,0,Defuniak Springs,FL,32433
A-3607684,2,0.5379999999999999,Rosemead,CA,91770
A-1991500,3,0,Bronx,NY,10451
A-1877805,3,0,San Francisco,CA,94130
A-1394752,2,0,Riverside,CA,92504
A-759081,2,1.8799999952316284,Hempstead,NY,11550
A-2268595,2,0,Houston,TX,77073-4403
A-1099234,3,0,Maywood,IL,60153
A-951670,3,0,Mountlake Terrace,WA,98043
A-1148626,3,1.4099999666213991,Baldwin Park,CA,91706
A-2720467,3,0,Alexandria,VA,22303
A-3734072,2,0.232,Baton Rouge,LA,70820-4930
A-3789138,2,0.591,Becker,MN,55308
A-6313916,2,0.495,Pomona,CA,91766
A-3410516,3,0,Springfield,VA,22150
A-2909509,2,0,San Jose,CA,95123
A-7747491,2,0,North Highlands,CA,95660-5038
A-287680,2,0,Austin,TX,78759
A-3709158,2,0.573,Sandston,VA,23150
A-1562651,2,0,Dallas,TX,75202
A-5432200,2,0.166,Conway,SC,29526-5438
A-1412178,2,0,Raleigh,NC,27607
A-5472261,2,0.82,Huntington Station,NY,11746
A-3440230,3,0.974,Dallas,TX,75243
A-4629468,2,1.177,Richburg,SC,29729
A-6902442,2,0.047,Nashville,TN,37207-4959
A-7604427,2,0.01,Los Angeles,CA,90026
A-7634707,2,0.075,Petersburg,VA,23805
A-152560,2,0.01,Augusta,GA,30906-5182
A-2738888,3,0,Roslyn Heights,NY,11577
A-1810278,2,0,Seattle,WA,98115-7028
A-5374147,2,0.6709999999999999,Ontario,CA,91761
A-6716330,2,0.256,Homestead,FL,33032-3619
A-1343811,2,0,Summerville,SC,29486-2089
A-1441269,2,0,Saint Paul,MN,55112
A-4444957,2,0.148,Washington,DC,20001
A-5460847,2,0.012,Miami Gardens,FL,33056
A-5503868,2,2.325,Lees Summit,MO,64063
A-5360595,2,0.017,Maricopa,AZ,85139
A-7553144,2,1.453,Salem,OR,97305
A-7425814,2,2.474,Southbury,CT,06488
A-459065,2,0.01,Yorba Linda,CA,92887
A-2722824,3,0,Newville,PA,17241
A-1840929,3,0,Tracy,CA,95377
A-1360190,2,0,Birmingham,AL,35207
A-4821120,4,0.143,King George,VA,22485-5844
A-4315711,2,1.431,American Canyon,CA,94503
A-3276863,3,0,Davison,MI,48423
A-4786984,2,0.247,Pomona,CA,91766
A-6514421,2,0.383,Washington,DC,20020
A-5776319,2,0.048,Brooksville,FL,34601
A-3663617,2,0.194,Fairfield,CA,94533
A-5941423,2,0.3720000000000001,Springfield,VA,22150
A-2138921,2,0,Dallas,TX,75217
A-88223,2,0,Corona,CA,92880
A-690869,3,3.3199999332427983,Stratford,CT,06615
A-4274967,2,0.029,Brooklyn,NY,11231
A-5064485,2,5.853,Pomona,CA,91766
A-823838,2,0,Taylors,SC,29687-3316
A-53518,2,0.01,Canyon Country,CA,91387
A-2958106,3,0,West Sacramento,CA,95605
A-7451724,3,0.513,Bolingbrook,IL,60440
A-5148597,2,0.188,Miami,FL,33147-1749
A-736714,2,0,West Palm Beach,FL,33417
A-4741159,2,0.442,Hartford,CT,06103
A-3647931,2,1.087,Renton,WA,98056
A-3276534,3,0,Emeryville,CA,94608
A-507948,3,0,Dallas,TX,75204
A-1471647,3,0,Anderson,IN,46013
A-4707600,2,0.8370000000000001,Stockton,CA,95215
A-7326615,2,0,Oakland,CA,94605
A-384974,3,0.01,Austin,TX,78704
A-5509083,2,0.045,Stockton,CA,95204-5506
A-6577222,2,4.824,Bakersfield,CA,93308
A-6682693,2,3.15,Clermont,FL,34715
A-3405726,2,0,Atlanta,GA,30308
A-2641428,2,0,Dallas,TX,75208
A-6513418,2,0.353,Knoxville,TN,37918
A-4222398,2,0.288,Miami,FL,33162-2005
A-3392271,2,0,Centreville,VA,20120-1919
A-6818679,2,0.19,Raleigh,NC,27605-1269
A-4530195,2,1.5219999999999998,Saint Paul,MN,55104
A-3218851,2,0,Springfield,OR,97477
A-470914,2,0.02,Lombard,IL,60148-4546
A-413555,3,0.01,Marietta,GA,30062
A-6920516,2,0.068,Miami,FL,33185
A-4462395,2,0.858,Sterling,VA,20166
A-2688196,2,0,Wichita Falls,TX,76301-6353
A-6874102,2,0.238,Miami,FL,33168-2339
A-7456621,2,0.142,Akron,OH,44306
A-398845,2,0.01,Los Gatos,CA,95033-9026
A-4407710,2,2.597,Cardwell,MT,59721
A-4861959,2,0.09,Norristown,PA,19403-1538
A-6594196,2,0.036,Austin,TX,78723-3059
A-4243594,2,3.215,Bayside,NY,11360
A-661034,3,0,Kissimmee,FL,34747
A-4361789,4,2.757,Portland,OR,97231
A-2193712,2,0,Raleigh,NC,27603-3560
A-7193242,1,0,Midlothian,VA,23113-1122
A-7309500,2,0,Santa Rosa,CA,95403
A-3749195,2,0.052,Antelope,CA,95843-9105
A-5492700,2,0.602,New Britain,CT,06051
A-3349141,3,0,Chattanooga,TN,37412
A-1243079,2,0,Pompano Beach,FL,33063
A-3814824,2,0.501,Madera,CA,93637-9550
A-3062378,2,0,Rochester,NY,14611-3934
A-1411557,2,0,Houston,TX,77031-3811
A-7003214,2,0,Dayton,OH,45416-1234
A-4823475,2,0.032,Belleview,FL,34420-4238
A-6187490,2,0.379,Miami,FL,33143-7804
A-6759881,2,0.283,Perris,CA,92571
A-4347829,2,0.946,Westminster,CA,92683
A-1944284,2,0,Fenton,MI,48430-9600
A-2091284,3,0.8700000047683716,Seattle,WA,98125-3013
A-3452790,2,0,Charlotte,NC,28206
A-3456122,2,0.056,Seminole,FL,33772-4801
A-6122241,2,2.931,Dunn Loring,VA,22027
A-217208,3,0,White Plains,NY,10603
A-5077409,2,1.195,La Verne,CA,91750
A-7529769,2,0.777,Spring,TX,77373
A-4519661,2,0.048,Jacksonville,FL,32216-5940
A-4908983,2,0.194,Nashville,TN,37207
A-1988184,2,0,El Paso,TX,79927-2853
A-5739080,2,0.298,Bonneau,SC,29431-3569
A-6773469,2,2.418,San Bernardino,CA,92407
A-6079780,2,0.064,Lookout Mountain,TN,37350
A-7571230,2,0.394,Corona,NY,11368
A-455608,2,0,Sacramento,CA,95823
A-4358549,2,0.016,Flint,MI,48506
A-7056323,2,0,Ripon,CA,95366-9728
A-3282423,3,0,Cerritos,CA,90703
A-2161685,2,0,Chappells,SC,29037-9445
A-3912179,2,1.0759999999999998,Gervais,OR,97026
A-82678,2,0,Long Beach,CA,90805
A-3149076,2,0,Belleview,FL,34420-3515
A-1903788,2,0,Fort Worth,TX,76134
A-1802785,2,0,Glendale,AZ,85308
A-2608639,3,0,Fountain Inn,SC,29644
A-3367711,2,0,Bakersfield,CA,93307-9405
A-644011,2,0,Kansas City,MO,64106
A-7477854,2,0.144,Long Beach,CA,90810
A-1262386,2,0,Dayton,OH,45415-1702
A-6180534,2,0.237,Lamont,FL,32336-4908
A-3879268,2,1.263,McCleary,WA,98557
